Inst Code,Institute Name,Place,Dist Code,"Co
Educati on",College Type,Year of Estab,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,Tuition Fee,"TS
Affiliated To",
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62895,62895,62895,98697,113751,113850,62895,62895,125393,125393,140602,140602,138759,150581,155812,155812,62895,113429,60000,JNTUH,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),74205,103739,133729,133729,94954,103739,112158,112158,105524,117901,144352,144352,150786,156624,95934,153521,90898,130012,60000,JNTUH,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,83935,85097,116831,134144,99960,103942,83935,96510,91179,97813,126096,126096,140675,147300,148409,148409,83935,85097,60000,JNTUH,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",115407,115407,145186,145186,116412,144502,115407,115407,118039,119463,145947,145947,152855,156007,155681,155681,115516,120840,60000,JNTUH,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,60000,JNTUH,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,135285,135285,135285,146719,135285,135285,135285,135285,135285,135285,135285,135285,151120,151120,135285,135285,135285,141544,60000,JNTUH,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,60000,JNTUH,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,60000,JNTUH,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),118749,118749,137681,137681,142169,142169,118749,118749,118749,118749,118749,140558,154007,155599,141091,141091,121902,121902,60000,JNTUH,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,68098,74056,144647,144647,116394,116394,103466,103466,102488,102488,112486,118146,153081,153265,155150,155856,103994,111955,60000,JNTUH,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",91772,146678,145900,146678,145746,146678,91772,146678,135409,146678,136505,146678,148617,148617,145856,146678,141537,146678,60000,JNTUH,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,130832,130832,142159,142159,130832,145666,130832,130832,130832,136712,133575,133575,133893,133893,140419,140419,130832,130832,60000,JNTUH,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,60000,JNTUH,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,60000,JNTUH,
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,85500,85500,85500,85500,85500,138183,85500,85500,85500,125164,85500,85500,148532,148532,85500,85500,85500,85500,100000,JNTUH,
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,BIO,BIO-TECHNOLOGY,109669,109669,133497,133497,109669,109669,109669,109669,109669,109669,109669,109669,109669,109669,109669,109669,109669,109669,100000,JNTUH,
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,77637,108230,122480,135474,142261,142261,113168,113168,115121,133351,102553,110731,149129,149129,152485,152485,90084,123585,100000,JNTUH,
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CSG,COMPUTER SCIENCE & DESIGN,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,99940,100000,JNTUH,
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156861,156840,156840,100000,JNTUH,
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,100000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,84462,84462,84462,84462,130590,130590,84462,84462,84462,84462,84462,84462,102629,156380,154518,154518,84462,108722,120000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),29049,29351,68663,68663,43269,43269,127040,127040,44089,44089,73239,87125,109781,139206,151564,154809,29049,29351,120000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),26298,26298,63766,63766,36733,39362,128630,128630,39592,39592,70887,70887,96602,130218,150369,151812,26298,26322,120000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,17209,17209,47329,47329,27718,28618,38768,42005,27033,29696,49231,49977,61261,61261,81807,95287,20701,20701,120000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",24318,24318,63160,63160,34085,35733,74625,74625,35049,36057,59930,59930,88347,123982,148785,150358,24318,24318,120000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40856,46664,86601,86601,60651,60651,59866,59866,55660,63433,130022,132776,130771,144814,154831,154831,46722,46722,120000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,57203,99479,105269,105269,123169,123169,100689,100689,100632,100632,126355,126355,154961,154961,155763,155763,101477,101477,120000,JNTUH,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,120000,JNTUH,
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CIV,CIVIL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,70000,JNTUH,
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,70000,JNTUH,
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,141764,141764,141764,141764,141764,146263,141764,141764,141764,143834,141764,141764,156420,156420,141764,145426,141764,141764,70000,JNTUH,
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",69716,78076,69716,78076,69716,78076,69716,107506,69716,78076,69716,78076,69716,78076,69716,78076,69716,78076,70000,JNTUH,
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,70000,JNTUH,
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,CS,COMPUTER SCIENCE,NA,25681,NA,103646,NA,44194,NA,25681,NA,47544,NA,142600,NA,155682,NA,155847,NA,28699,70000,OU,
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,22816,NA,53825,NA,32206,NA,33192,NA,31858,NA,80237,NA,102515,NA,148217,NA,22816,70000,OU,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,35230,35230,87980,87980,47571,52959,121666,135361,48927,48927,69393,69393,117065,126666,127261,154716,35230,36001,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CIV,CIVIL ENGINEERING,112776,112776,114484,114484,112776,112776,112776,112776,133402,133402,112776,112776,155274,155274,156512,156512,112776,112776,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),24459,30091,61622,71115,34412,39073,78514,78514,44933,44933,69616,140823,109917,128316,80311,80311,29289,30091,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,19926,21610,48884,53603,29404,29404,62842,62842,26464,26464,41001,57935,61159,62433,62797,64486,20693,21610,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",26581,28490,56581,76156,35527,42089,96383,102762,36940,37521,62355,88458,100260,100260,123722,123722,26581,28490,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43588,43588,88133,104972,59205,62638,43588,43588,56914,56914,145732,145732,136604,148536,145181,148481,44855,44855,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,77021,77021,108141,123133,102751,103987,77021,77021,87515,131961,104946,129410,155380,155383,149623,151980,111098,132074,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,30529,30529,88645,97051,42236,43788,51156,51156,51041,51041,88899,114105,141299,141299,117258,154331,30529,30529,120000,JNTUH,
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,54111,54111,54111,54111,54111,54111,54111,54111,94803,94803,54111,54111,54111,54111,141230,141230,54111,54111,120000,JNTUH,
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),50997,50997,108278,108278,147629,147629,50997,50997,50997,50997,50997,50997,50997,50997,50997,50997,50997,50997,50000,JNTUH,
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,47948,134200,146587,146587,144234,144234,47948,134200,108414,135883,140023,140023,156121,156121,126467,134200,47948,134200,50000,JNTUH,
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,50000,JNTUH,
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,6398,NA,16497,NA,10449,NA,6398,NA,8939,NA,6398,NA,34122,NA,39523,NA,6636,100000,JNTUH,
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,4634,NA,13033,NA,7004,NA,28674,NA,7616,NA,13239,NA,25241,NA,27323,NA,5282,100000,JNTUH,
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,5713,NA,16169,NA,8202,NA,5713,NA,8059,NA,11630,NA,32919,NA,28623,NA,6112,100000,JNTUH,
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,14467,NA,41584,NA,19341,NA,97703,NA,20512,NA,30679,NA,64709,NA,69770,NA,14467,100000,JNTUH,
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,31896,NA,98064,NA,56936,NA,129886,NA,55163,NA,71397,NA,122200,NA,123394,NA,39726,100000,JNTUH,
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ETM,ELECTRONICS AND TELEMATICS,NA,27006,NA,70842,NA,53191,NA,133136,NA,43616,NA,55023,NA,132406,NA,152345,NA,34322,100000,JNTUH,
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,7714,NA,24742,NA,11998,NA,47923,NA,11618,NA,19711,NA,45073,NA,64395,NA,8741,100000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,57323,57323,103204,112925,59536,97491,57323,57323,73788,111847,116779,116779,128249,136670,116295,148047,113648,113648,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),9501,9501,24240,25796,11103,13243,29073,29073,12378,12378,20278,20278,45032,68110,67047,104372,9747,9747,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,7886,7886,21228,29072,11301,11301,7886,7886,11236,16074,22952,22952,41491,41749,43920,79172,8177,8177,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),6659,7159,17445,17445,9686,10891,40407,40407,9058,10265,17268,25340,35205,38789,40007,55807,6844,7159,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,4502,5293,11077,14915,7228,7789,25132,25132,6469,7720,9195,11614,22005,22005,26200,27220,5205,5614,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,7942,8834,31386,33506,11963,14204,7942,8834,13290,13492,20738,29038,42073,60989,49076,68371,9101,9671,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",5553,6379,15569,15569,8742,8961,5553,31078,7182,8549,13023,22691,25123,27776,36373,51680,5952,6697,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,9400,10200,26049,26049,14692,15750,10505,10505,14461,14535,24289,37850,42793,42793,43294,71274,10103,11061,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,19158,19158,56372,71764,41577,45562,19158,19158,39257,39257,71425,71425,72014,112110,66724,87591,24154,31740,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,7795,8552,19197,22011,11545,12900,40422,40422,10499,14150,12079,26845,41473,43846,46799,58272,8307,8892,130000,JNTUH,
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,44642,44642,126986,126986,78211,78211,44642,44642,80499,98317,132521,132521,98330,155548,119436,152773,51786,94211,130000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,37191,37526,83932,97396,51123,53028,37191,37526,54137,62003,74049,74049,101264,126753,134504,151921,37280,37526,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,105654,105654,105654,105654,121127,121127,105654,105654,105654,105654,125322,125322,155436,155436,155288,156797,105654,105654,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),38134,41270,84160,130107,49470,52332,38134,41270,56087,59677,116086,116086,123013,148529,136992,149515,38134,41841,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),33199,36089,84648,91765,48280,50713,33199,36089,52785,56045,117367,143138,120583,145509,118677,148375,33829,37402,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,25880,29164,56968,56968,36080,38432,80866,142863,35727,35727,58723,58723,74312,82504,72412,103554,28688,29164,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",32380,32681,71217,81305,42203,49292,95716,95716,44376,49583,108958,108958,106479,113113,112757,137115,32380,32681,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),45477,45477,109110,127429,66472,73099,45477,45477,63811,69772,45477,109480,155934,155934,154885,154885,45477,45589,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52000,52000,143290,143290,79980,83298,74107,74107,72655,85474,144822,145040,150718,156711,156550,156593,61887,61887,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,73715,73715,144629,144629,143218,145416,73715,73715,129900,129900,73715,73715,146130,146130,148122,153271,73715,123691,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,40414,43293,100209,125459,55308,64141,54934,54934,54153,61467,115918,115918,130057,130057,136083,155148,42165,43293,120000,JNTUH,
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,108479,108479,108479,129026,108479,108479,108479,108479,112797,112797,108479,108479,108479,108479,108479,148427,108479,108479,120000,JNTUH,
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),43102,43102,85389,87659,66412,68540,43102,85867,64315,65282,95165,139782,147772,156689,152502,154064,43397,48504,90000,JNTUH,
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,28159,29736,52432,72467,43221,46321,99895,113684,38598,38598,65626,65626,76126,94925,105385,105385,31361,33236,90000,JNTUH,
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",38625,38625,79470,95595,52755,57456,59689,59689,57293,63293,102080,109644,111309,124793,154670,155517,38625,38625,90000,JNTUH,
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53607,53607,114823,114823,70147,70147,53607,135374,76422,76422,53607,121358,153377,153377,151372,151372,53607,57681,90000,JNTUH,
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,29955,29955,126449,126449,110542,111573,133316,133316,127724,127724,129485,129485,136094,149674,154944,154944,29955,92984,90000,JNTUH,
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,128677,128677,141983,141983,128677,138348,128677,128677,139458,139458,128677,128677,128677,128677,128677,128677,128677,128677,90000,JNTUH,
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CIV,CIVIL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,66000,JNTUH,
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),77110,110011,130299,138774,90762,121216,77110,110011,95158,110011,144330,144330,156350,156350,152606,152606,112429,112429,66000,JNTUH,
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,49104,57491,96909,122620,73933,75292,71314,71314,72849,76685,108639,139473,124783,135239,131191,154749,64908,64908,66000,JNTUH,
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",73833,89595,136807,136807,109118,127196,97827,97827,97447,110108,146020,146020,154811,154811,154585,154585,104739,104739,66000,JNTUH,
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),106186,137213,137320,137320,131979,141670,106186,137213,122628,141572,145854,145854,118403,153199,151010,151010,106186,140782,66000,JNTUH,
